word,count,str_sandhi_rachana
मिळाल्याने,1,म + ि + ळ + ा + ल् + य + ा + न + े
मिळाल्यास,1,म + ि + ळ + ा + ल् + य + ा + स् + अ
मिळाव,2,म + ि + ळ + ा + व् + अ
मिळावा,1,म + ि + ळ + ा + व + ा
मिळावी,1,म + ि + ळ + ा + व + ी
मिळू,1,म + ि + ळ + ू
मिळेल,4,म + ि + ळ + े + ल् + अ
मिशन,2,म + ि + श् + अ + न् + अ
मिशेल,1,म + ि + श + े + ल् + अ
मिश्रा,3,म + ि + श् + र + ा
मिस्त्री,2,म + ि + स् + त् + र + ी
मी,18,म + ी
मीच,1,म + ी + च् + अ
मीन,1,म + ी + न् + अ
मीर,1,म + ी + र् + अ
मुँह,1,म + ु + ँ + ह् + अ
मुंबई,5,म + ु + ं + ब + ई
मुंबईच्या,2,म + ु + ं + ब + ई + च् + य + ा
मुंबईतल्या,2,म + ु + ं + ब + ई + त् + अ + ल् + य + ा
मुंबईतील,2,म + ु + ं + ब + ई + त + ी + ल् + अ
मुंबईपासून,1,म + ु + ं + ब + ई + प + ा + स + ू + न् + अ
मुंबईवरील,1,म + ु + ं + ब + ई + व् + अ + र + ी + ल् + अ
मुकाबला,6,म + ु + क + ा + ब् + अ + ल + ा
मुकुल,2,म + ु + क + ु + ल् + अ
मुकेश,1,म + ु + क + े + श् + अ
मुक्काम,5,म + ु + क् + क + ा + म् + अ
मुक्कामी,2,म + ु + क् + क + ा + म + ी
मुक्त,2,म + ु + क् + त् + अ
मुक्तता,1,म + ु + क् + त् + अ + त + ा
मुक्तपणे,1,म + ु + क् + त् + अ + प् + अ + ण + े
मुखपत्र,1,म + ु + ख् + अ + प् + अ + त् + र् + अ
मुखर्जी,8,म + ु + ख् + अ + र् + ज + ी
मुख्तार,2,म + ु + ख् + त + ा + र् + अ
मुख्य,11,म + ु + ख् + य् + अ
मुख्यत्वे,1,म + ु + ख् + य् + अ + त् + व + े
मुख्यमंत्रिपद,2,म + ु + ख् + य् + अ + म + ं + त् + र + ि + प् + अ + द् + अ
मुख्यमंत्रिपदाचा,1,म + ु + ख् + य् + अ + म + ं + त् + र + ि + प् + अ + द + ा + च + ा
मुख्यमंत्रिपदाच्या,1,म + ु + ख् + य् + अ + म + ं + त् + र + ि + प् + अ + द + ा + च् + य + ा
मुख्यमंत्रिपदी,2,म + ु + ख् + य् + अ + म + ं + त् + र + ि + प् + अ + द + ी
मुख्यमंत्री,75,म + ु + ख् + य् + अ + म + ं + त् + र + ी
मुख्यमंत्रीपदाचा,1,म + ु + ख् + य् + अ + म + ं + त् + र + ी + प् + अ + द + ा + च + ा
मुख्यमंत्रीपदाची,1,म + ु + ख् + य् + अ + म + ं + त् + र + ी + प् + अ + द + ा + च + ी
मुख्यमंत्रीपदी,1,म + ु + ख् + य् + अ + म + ं + त् + र + ी + प् + अ + द + ी
मुख्यमंत्र्यांच्या,1,म + ु + ख् + य् + अ + म + ं + त् + र् + य + ा + ं + च् + य + ा
मुख्यमंत्र्यांना,7,म + ु + ख् + य् + अ + म + ं + त् + र् + य + ा + ं + न + ा
मुख्यमंत्र्यांनी,1,म + ु + ख् + य् + अ + म + ं + त् + र् + य + ा + ं + न + ी
मुख्यमंत्र्यांवर,1,म + ु + ख् + य् + अ + म + ं + त् + र् + य + ा + ं + व् + अ + र् + अ
मुख्यमंत्र्यांशी,1,म + ु + ख् + य् + अ + म + ं + त् + र् + य + ा + ं + श + ी
मुख्यमंत्र्यांसह,1,म + ु + ख् + य् + अ + म + ं + त् + र् + य + ा + ं + स् + अ + ह् + अ
मुख्यालय,1,म + ु + ख् + य + ा + ल् + अ + य् + अ
मुख्यालयात,1,म + ु + ख् + य + ा + ल् + अ + य + ा + त् + अ
मुख्यालयातून,1,म + ु + ख् + य + ा + ल् + अ + य + ा + त + ू + न् + अ
मुख्यालयावर,1,म + ु + ख् + य + ा + ल् + अ + य + ा + व् + अ + र् + अ
मुख्रर्जी,1,म + ु + ख् + र् + अ + र् + ज + ी
मुघल,1,म + ु + घ् + अ + ल् + अ
मुजाहिद,1,म + ु + ज + ा + ह + ि + द् + अ
मुडी,2,म + ु + ड + ी
मुत्सद्दी,1,म + ु + त् + स् + अ + द् + द + ी
मुदत,3,म + ु + द् + अ + त् + अ
मुदतवाढ,1,म + ु + द् + अ + त् + अ + व + ा + ढ् + अ
मुदतीत,1,म + ु + द् + अ + त + ी + त् + अ
मुदलात,1,म + ु + द् + अ + ल + ा + त् + अ
मुद्दा,18,म + ु + द् + द + ा
मुद्दांना,2,म + ु + द् + द + ा + ं + न + ा
मुद्दांवर,2,म + ु + द् + द + ा + ं + व् + अ + र् + अ
मुद्दाच,1,म + ु + द् + द + ा + च् + अ
मुद्दाम,1,म + ु + द् + द + ा + म् + अ
मुद्दावर,4,म + ु + द् + द + ा + व् + अ + र् + अ
मुद्दावरही,1,म + ु + द् + द + ा + व् + अ + र् + अ + ह + ी
मुद्दे,2,म + ु + द् + द + े
मुद्देसूद,1,म + ु + द् + द + े + स + ू + द् + अ
मुद्द्यांची,1,म + ु + द् + द् + य + ा + ं + च + ी
मुद्द्यांवरून,1,म + ु + द् + द् + य + ा + ं + व् + अ + र + ू + न् + अ
मुद्द्यावर,2,म + ु + द् + द् + य + ा + व् + अ + र् + अ
मुद्द्यावरून,1,म + ु + द् + द् + य + ा + व् + अ + र + ू + न् + अ
मुद्यावर,1,म + ु + द् + य + ा + व् + अ + र् + अ
मुनगंटीवार,2,म + ु + न् + अ + ग + ं + ट + ी + व + ा + र् + अ
मुफ्ती,15,म + ु + फ् + त + ी
मुफ्तींचा,1,म + ु + फ् + त + ी + ं + च + ा
मुभा,2,म + ु + भ + ा
मुर्दाबाद,1,म + ु + र् + द + ा + ब + ा + द् + अ
मुलगा,2,म + ु + ल् + अ + ग + ा
मुलांना,1,म + ु + ल + ा + ं + न + ा
मुलांसह,1,म + ु + ल + ा + ं + स् + अ + ह् + अ
मुलाखतीत,4,म + ु + ल + ा + ख् + अ + त + ी + त् + अ
मुलाखतीदरम्यान,1,म + ु + ल + ा + ख् + अ + त + ी + द् + अ + र् + अ + म् + य + ा + न् + अ
मुलाची,1,म + ु + ल + ा + च + ी
मुलासाठीच,1,म + ु + ल + ा + स + ा + ठ + ी + च् + अ
मुले,2,म + ु + ल + े
मुळाशी,1,म + ु + ळ + ा + श + ी
मुळीच,1,म + ु + ळ + ी + च् + अ
मुळे,1,म + ु + ळ + े
मुशर्रफ,9,म + ु + श् + अ + र् + र् + अ + फ् + अ
मुस्तफा,1,म + ु + स् + त् + अ + फ + ा
मुस्लिम,1,म + ु + स् + ल + ि + म् + अ
मुस्लिमांची,1,म + ु + स् + ल + ि + म + ा + ं + च + ी
मुस्लिमांनी,2,म + ु + स् + ल + ि + म + ा + ं + न + ी
मुस्लिमांनो,1,म + ु + स् + ल + ि + म + ा + ं + न + ो
मुस्लिमांवर,1,म + ु + स् + ल + ि + म + ा + ं + व् + अ + र् + अ
मुस्लिमाने,1,म + ु + स् + ल + ि + म + ा + न + े
मुस्लीम,5,म + ु + स् + ल + ी + म् + अ
मुस्लीमबहुल,1,म + ु + स् + ल + ी + म् + अ + ब् + अ + ह + ु + ल् + अ
मून,5,म + ू + न् + अ
मूल्ये,1,म + ू + ल् + य + े
मूळ,3,म + ू + ळ् + अ
मृतदेह,1,म + ृ + त् + अ + द + े + ह् + अ
मृतावस्थेत,1,म + ृ + त + ा + व् + अ + स् + थ + े + त् + अ
मृत्युदंडाच्या,1,म + ृ + त् + य + ु + द + ं + ड + ा + च् + य + ा
मृत्युमुखी,4,म + ृ + त् + य + ु + म + ु + ख + ी
मृत्यू,3,म + ृ + त् + य + ू
मृत्यूमुळे,1,म + ृ + त् + य + ू + म + ु + ळ + े
मॅचफिक्सिंग,2,म + ॅ + च् + अ + फ + ि + क् + स + ि + ं + ग् + अ
मॅचफिक्सिंगचा,1,म + ॅ + च् + अ + फ + ि + क् + स + ि + ं + ग् + अ + च + ा
मे,7,म + े
में,2,म + े + ं
मेक,3,म + े + क् + अ
मेक्सिकोतून,1,म + े + क् + स + ि + क + ो + त + ू + न् + अ
मेजवानीप्रसंगी,1,म + े + ज् + अ + व + ा + न + ी + प् + र् + अ + स + ं + ग + ी
मेपर्यंत,3,म + े + प् + अ + र् + य + ं + त् + अ
मेमोरँडम,1,म + े + म + ो + र + ँ + ड् + अ + म् + अ
मेरिका,1,म + े + र + ि + क + ा
मेळावा,1,म + े + ळ + ा + व + ा
मेळाव्यातील,1,म + े + ळ + ा + व् + य + ा + त + ी + ल् + अ
मेळाव्याला,1,म + े + ळ + ा + व् + य + ा + ल + ा
मेस्सी,1,म + े + स् + स + ी
मेहता,2,म + े + ह् + अ + त + ा
मेहनत,1,म + े + ह् + अ + न् + अ + त् + अ
मेहबुबा,4,म + े + ह् + अ + ब + ु + ब + ा
मेहबूबा,12,म + े + ह् + अ + ब + ू + ब + ा
मेहबूबांचे,1,म + े + ह् + अ + ब + ू + ब + ा + ं + च + े
मेहमूद,1,म + े + ह् + अ + म + ू + द् + अ
मैती,1,म + ै + त + ी
मैत्री,1,म + ै + त् + र + ी
मैदानात,3,म + ै + द + ा + न + ा + त् + अ
मैलावरून,1,म + ै + ल + ा + व् + अ + र + ू + न् + अ
मॉली,1,म + ॉ + ल + ी
मॉस्कोला,1,म + ॉ + स् + क + ो + ल + ा
मोकळे,2,म + ो + क् + अ + ळ + े
मोकळ्या,1,म + ो + क् + अ + ळ् + य + ा
मोजावे,1,म + ो + ज + ा + व + े
मोझाक,1,म + ो + झ + ा + क् + अ
मोझॅक,4,म + ो + झ + ॅ + क् + अ
मोझ्ॉक,1,म + ो + झ् + ॉ + क् + अ
मोटारसायकलवरून,1,म + ो + ट + ा + र् + अ + स + ा + य् + अ + क् + अ + ल् + अ + व् + अ + र + ू + न् + अ
मोठया,2,म + ो + ठ् + अ + य + ा
मोठा,20,म + ो + ठ + ा
मोठी,11,म + ो + ठ + ी
मोठे,10,म + ो + ठ + े
मोठ्या,5,म + ो + ठ् + य + ा
मोडकळीस,3,म + ो + ड् + अ + क् + अ + ळ + ी + स् + अ
मोडतात,1,म + ो + ड् + अ + त + ा + त् + अ
मोडल,2,म + ो + ड् + अ + ल् + अ
मोडला,1,म + ो + ड् + अ + ल + ा
मोडायची,1,म + ो + ड + ा + य् + अ + च + ी
मोडीत,1,म + ो + ड + ी + त् + अ
मोदी,181,म + ो + द + ी
मोदींकडून,2,म + ो + द + ी + ं + क् + अ + ड + ू + न् + अ
मोदींचा,6,म + ो + द + ी + ं + च + ा
मोदींची,5,म + ो + द + ी + ं + च + ी
मोदींचीच,1,म + ो + द + ी + ं + च + ी + च् + अ
मोदींचे,7,म + ो + द + ी + ं + च + े
मोदींच्या,6,म + ो + द + ी + ं + च् + य + ा
मोदींना,3,म + ो + द + ी + ं + न + ा
मोदींनाही,1,म + ो + द + ी + ं + न + ा + ह + ी
मोदींनी,15,म + ो + द + ी + ं + न + ी
मोदींभोवती,1,म + ो + द + ी + ं + भ + ो + व् + अ + त + ी
मोदींवर,3,म + ो + द + ी + ं + व् + अ + र् + अ
मोदींसह,1,म + ो + द + ी + ं + स् + अ + ह् + अ
मोदीभक्ती,1,म + ो + द + ी + भ् + अ + क् + त + ी
मोनोग्राम्स,1,म + ो + न + ो + ग् + र + ा + म् + स् + अ
मोर्चा,1,म + ो + र् + च + ा
मोर्चेबांधणी,1,म + ो + र् + च + े + ब + ा + ं + ध् + अ + ण + ी
मोलाची,1,म + ो + ल + ा + च + ी
मोलेम,2,म + ो + ल + े + म् + अ
मोसॅक,3,म + ो + स + ॅ + क् + अ
मोहजाल,1,म + ो + ह् + अ + ज + ा + ल् + अ
मोहम्मद,9,म + ो + ह् + अ + म् + म् + अ + द् + अ
मोहम्मदचा,1,म + ो + ह् + अ + म् + म् + अ + द् + अ + च + ा
मोहिमेची,1,म + ो + ह + ि + म + े + च + ी
मोहिमेत,1,म + ो + ह + ि + म + े + त् + अ
मोहिमेने,1,म + ो + ह + ि + म + े + न + े
मौन,1,म + ौ + न् + अ
मौर्य,3,म + ौ + र् + य् + अ
मौर्या,1,म + ौ + र् + य + ा
मौलाना,3,म + ौ + ल + ा + न + ा
मौल्यवान,4,म + ौ + ल् + य् + अ + व + ा + न् + अ
म्यानमार,1,म् + य + ा + न् + अ + म + ा + र् + अ
म्यानमारमध्ये,3,म् + य + ा + न् + अ + म + ा + र् + अ + म् + अ + ध् + य + े
म्हटल,5,म् + ह् + अ + ट् + अ + ल् + अ
म्हटलं,1,म् + ह् + अ + ट् + अ + ल + ं
म्हटले,92,म् + ह् + अ + ट् + अ + ल + े
म्हणजे,30,म् + ह् + अ + ण् + अ + ज + े
म्हणजेच,1,म् + ह् + अ + ण् + अ + ज + े + च् + अ
म्हणणार,1,म् + ह् + अ + ण् + अ + ण + ा + र् + अ
म्हणणा्यांना,1,म् + ह् + अ + ण् + अ + ण + ा् + य + ा + ं + न + ा
म्हणणे,10,म् + ह् + अ + ण् + अ + ण + े
म्हणणेही,1,म् + ह् + अ + ण् + अ + ण + े + ह + ी
म्हणण्याची,3,म् + ह् + अ + ण् + अ + ण् + य + ा + च + ी
म्हणण्याबाबत,1,म् + ह् + अ + ण् + अ + ण् + य + ा + ब + ा + ब् + अ + त् + अ
म्हणत,6,म् + ह् + अ + ण् + अ + त् + अ
म्हणता,2,म् + ह् + अ + ण् + अ + त + ा
म्हणतात,2,म् + ह् + अ + ण् + अ + त + ा + त् + अ
म्हणाल,76,म् + ह् + अ + ण + ा + ल् + अ
म्हणाला,1,म् + ह् + अ + ण + ा + ल + ा
म्हणाले,28,म् + ह् + अ + ण + ा + ल + े
म्हणालेओबामा,1,म् + ह् + अ + ण + ा + ल + े + ओ + ब + ा + म + ा
म्हणालेगृहमंत्री,1,म् + ह् + अ + ण + ा + ल + े + ग + ृ + ह् + अ + म + ं + त् + र + ी
म्हणालेपंतप्रधानांची,1,म् + ह् + अ + ण + ा + ल + े + प + ं + त् + अ + प् + र् + अ + ध + ा + न + ा + ं + च + ी
म्हणालेपठाणकोट,1,म् + ह् + अ + ण + ा + ल + े + प् + अ + ठ + ा + ण् + अ + क + ो + ट् + अ
म्हणालेपाकिस्तानात,1,म् + ह् + अ + ण + ा + ल + े + प + ा + क + ि + स् + त + ा + न + ा + त् + अ
म्हणालेभ्रष्टाचाराविरोधात,1,म् + ह् + अ + ण + ा + ल + े + भ् + र् + अ + ष् + ट + ा + च + ा + र + ा + व + ि + र + ो + ध + ा + त् + अ
म्हणाल्य,12,म् + ह् + अ + ण + ा + ल् + य् + अ
म्हणाल्या,2,म् + ह् + अ + ण + ा + ल् + य + ा
म्हणाल्याचे,1,म् + ह् + अ + ण + ा + ल् + य + ा + च + े
म्हणावे,1,म् + ह् + अ + ण + ा + व + े
म्हणी,1,म् + ह् + अ + ण + ी
म्हणू,4,म् + ह् + अ + ण + ू
म्हणून,41,म् + ह् + अ + ण + ू + न् + अ
म्हणूनच,1,म् + ह् + अ + ण + ू + न् + अ + च् + अ
म्हणूनही,1,म् + ह् + अ + ण + ू + न् + अ + ह + ी
म्होरक्या,2,म् + ह + ो + र् + अ + क् + य + ा
म्होरक्यांविरुद्ध,1,म् + ह + ो + र् + अ + क् + य + ा + ं + व + ि + र + ु + द् + ध् + अ
य,1,य् + अ
यंत्रणा,2,य + ं + त् + र् + अ + ण + ा
यंत्रणांतील,1,य + ं + त् + र् + अ + ण + ा + ं + त + ी + ल् + अ
यंत्रणांनी,2,य + ं + त् + र् + अ + ण + ा + ं + न + ी
यंत्रणेचे,2,य + ं + त् + र् + अ + ण + े + च + े
यंत्रणेच्या,4,य + ं + त् + र् + अ + ण + े + च् + य + ा
यंत्रणेमध्ये,1,य + ं + त् + र् + अ + ण + े + म् + अ + ध् + य + े
यंत्रणेला,2,य + ं + त् + र् + अ + ण + े + ल + ा
यंदा,1,य + ं + द + ा
यंदाचा,1,य + ं + द + ा + च + ा
यजमानपद,2,य् + अ + ज् + अ + म + ा + न् + अ + प् + अ + द् + अ
यश,3,य् + अ + श् + अ
यशस्वी,1,य् + अ + श् + अ + स् + व + ी
यशातून,1,य् + अ + श + ा + त + ू + न् + अ
या,388,य + ा
यांचं,3,य + ा + ं + च + ं
यांचा,39,य + ा + ं + च + ा
यांचाही,2,य + ा + ं + च + ा + ह + ी
यांची,83,य + ा + ं + च + ी
यांचीही,1,य + ा + ं + च + ी + ह + ी
यांचे,47,य + ा + ं + च + े
यांचेच,1,य + ा + ं + च + े + च् + अ
यांच्य,1,य + ा + ं + च् + य् + अ
यांच्या,101,य + ा + ं + च् + य + ा
यांच्याकडून,2,य + ा + ं + च् + य + ा + क् + अ + ड + ू + न् + अ
यांच्याकडे,2,य + ा + ं + च् + य + ा + क् + अ + ड + े
यांच्याकरवी,1,य + ा + ं + च् + य + ा + क् + अ + र् + अ + व + ी
यांच्याजवळ,1,य + ा + ं + च् + य + ा + ज् + अ + व् + अ + ळ् + अ
यांच्याजवळही,1,य + ा + ं + च् + य + ा + ज् + अ + व् + अ + ळ् + अ + ह + ी
यांच्यात,10,य + ा + ं + च् + य + ा + त् + अ
यांच्यातील,7,य + ा + ं + च् + य + ा + त + ी + ल् + अ
यांच्यापाठोपाठ,1,य + ा + ं + च् + य + ा + प + ा + ठ + ो + प + ा + ठ् + अ
यांच्यापासून,1,य + ा + ं + च् + य + ा + प + ा + स + ू + न् + अ
यांच्यापुढे,3,य + ा + ं + च् + य + ा + प + ु + ढ + े
यांच्यापैकी,1,य + ा + ं + च् + य + ा + प + ै + क + ी
यांच्याबद्दल,1,य + ा + ं + च् + य + ा + ब् + अ + द् + द् + अ + ल् + अ
यांच्याबरोबरच,1,य + ा + ं + च् + य + ा + ब् + अ + र + ो + ब् + अ + र् + अ + च् + अ
यांच्याभोवती,1,य + ा + ं + च् + य + ा + भ + ो + व् + अ + त + ी
यांच्यावर,33,य + ा + ं + च् + य + ा + व् + अ + र् + अ
यांच्याविरुद्ध,7,य + ा + ं + च् + य + ा + व + ि + र + ु + द् + ध् + अ
यांच्याविरुद्धचे,1,य + ा + ं + च् + य + ा + व + ि + र + ु + द् + ध् + अ + च + े
यांच्याविरुद्धच्या,2,य + ा + ं + च् + य + ा + व + ि + र + ु + द् + ध् + अ + च् + य + ा
यांच्याविरोधात,3,य + ा + ं + च् + य + ा + व + ि + र + ो + ध + ा + त् + अ
यांच्याशी,8,य + ा + ं + च् + य + ा + श + ी
यांच्याशीही,1,य + ा + ं + च् + य + ा + श + ी + ह + ी
यांच्यासमवेत,1,य + ा + ं + च् + य + ा + स् + अ + म् + अ + व + े + त् + अ
यांच्यासमोर,1,य + ा + ं + च् + य + ा + स् + अ + म + ो + र् + अ
यांच्यासमोरच,1,य + ा + ं + च् + य + ा + स् + अ + म + ो + र् + अ + च् + अ
यांच्यासह,14,य + ा + ं + च् + य + ा + स् + अ + ह् + अ
यांच्यासारख्या,1,य + ा + ं + च् + य + ा + स + ा + र् + अ + ख् + य + ा
यांन,9,य + ा + ं + न् + अ
यांना,66,य + ा + ं + न + ा
यांनाच,2,य + ा + ं + न + ा + च् + अ
यांनाही,1,य + ा + ं + न + ा + ह + ी
यांनी,498,य + ा + ं + न + ी
यांनीच,1,य + ा + ं + न + ी + च् + अ
यांनीदेखील,1,य + ा + ं + न + ी + द + े + ख + ी + ल् + अ
यांनीही,6,य + ा + ं + न + ी + ह + ी
याआधी,3,य + ा + आ + ध + ी
याआधीदेखील,1,य + ा + आ + ध + ी + द + े + ख + ी + ल् + अ
याकडे,3,य + ा + क् + अ + ड + े
याकडेही,1,य + ा + क् + अ + ड + े + ह + ी
याकाळात,1,य + ा + क + ा + ळ + ा + त् + अ
याखेरीज,1,य + ा + ख + े + र + ी + ज् + अ
याच,5,य + ा + च् + अ
याचबरोब,1,य + ा + च् + अ + ब् + अ + र + ो + ब् + अ
याचा,9,य + ा + च + ा
याचाही,2,य + ा + च + ा + ह + ी
याचिका,11,य + ा + च + ि + क + ा
याचिकेची,3,य + ा + च + ि + क + े + च + ी
याचिकेच्या,1,य + ा + च + ि + क + े + च् + य + ा
याचिकेत,2,य + ा + च + ि + क + े + त् + अ
याचिकेतू,1,य + ा + च + ि + क + े + त + ू
याचिकेवर,5,य + ा + च + ि + क + े + व् + अ + र् + अ
याचिकेवरील,2,य + ा + च + ि + क + े + व् + अ + र + ी + ल् + अ
याची,11,य + ा + च + ी
याचे,6,य + ा + च + े
याच्या,2,य + ा + च् + य + ा
यात,11,य + ा + त् + अ
यातील,3,य + ा + त + ी + ल् + अ
यातून,3,य + ा + त + ू + न् + अ
यात्रा,1,य + ा + त् + र + ा
यादव,8,य + ा + द् + अ + व् + अ
यादी,11,य + ा + द + ी
यादीत,8,य + ा + द + ी + त् + अ
यादीतील,1,य + ा + द + ी + त + ी + ल् + अ
यानंतर,1,य + ा + न + ं + त् + अ + र् + अ
यानिमित्ताने,3,य + ा + न + ि + म + ि + त् + त + ा + न + े
याने,3,य + ा + न + े
यापुढे,2,य + ा + प + ु + ढ + े
यापूर्वी,5,य + ा + प + ू + र् + व + ी
यापूर्वीच,2,य + ा + प + ू + र् + व + ी + च् + अ
यापूर्वीच्या,1,य + ा + प + ू + र् + व + ी + च् + य + ा
यापूर्वीही,3,य + ा + प + ू + र् + व + ी + ह + ी
यापैकी,3,य + ा + प + ै + क + ी
याप्रकरणी,1,य + ा + प् + र् + अ + क् + अ + र् + अ + ण + ी
याप्रमाणे,1,य + ा + प् + र् + अ + म + ा + ण + े
याबद्दल,1,य + ा + ब् + अ + द् + द् + अ + ल् + अ
याबाबत,9,य + ा + ब + ा + ब् + अ + त् + अ
याबाबतची,2,य + ा + ब + ा + ब् + अ + त् + अ + च + ी
याबाबतचे,1,य + ा + ब + ा + ब् + अ + त् + अ + च + े
याबाबतच्या,2,य + ा + ब + ा + ब् + अ + त् + अ + च् + य + ा
यामध्ये,1,य + ा + म् + अ + ध् + य + े
यामुळे,8,य + ा + म + ु + ळ + े
यायला,2,य + ा + य् + अ + ल + ा
याला,8,य + ा + ल + ा
याव,8,य + ा + व् + अ
यावयाचे,1,य + ा + व् + अ + य + ा + च + े
यावर,4,य + ा + व् + अ + र् + अ
यावरच,1,य + ा + व् + अ + र् + अ + च् + अ
यावरही,1,य + ा + व् + अ + र् + अ + ह + ी
यावरून,3,य + ा + व् + अ + र + ू + न् + अ
यावरूनच,1,य + ा + व् + अ + र + ू + न् + अ + च् + अ
यावळी,4,य + ा + व् + अ + ळ + ी
यावी,2,य + ा + व + ी
यावे,2,य + ा + व + े
यावेत,1,य + ा + व + े + त् + अ
यावेळी,28,य + ा + व + े + ळ + ी
याव्या,1,य + ा + व् + य + ा
याव्यात,1,य + ा + व् + य + ा + त् + अ
याशिवा,4,य + ा + श + ि + व + ा
याशिवाय,2,य + ा + श + ि + व + ा + य् + अ
यासंदर्भात,4,य + ा + स + ं + द् + अ + र् + भ + ा + त् + अ
यासंदर्भातील,1,य + ा + स + ं + द् + अ + र् + भ + ा + त + ी + ल् + अ
यासह,2,य + ा + स् + अ + ह् + अ
यासाठी,13,य + ा + स + ा + ठ + ी
यासोबतच,1,य + ा + स + ो + ब् + अ + त् + अ + च् + अ
याहा,1,य + ा + ह + ा
यी,1,य + ी
युइएफएचे,1,य + ु + इ + ए + फ + ए + च + े
युक्त,1,य + ु + क् + त् + अ
युक्तिवाद,7,य + ु + क् + त + ि + व + ा + द् + अ
युक्तिवादही,2,य + ु + क् + त + ि + व + ा + द् + अ + ह + ी
युक्तिवादाची,1,य + ु + क् + त + ि + व + ा + द + ा + च + ी
युक्रेनचे,1,य + ु + क् + र + े + न् + अ + च + े
युझलेस,1,य + ु + झ् + अ + ल + े + स् + अ
युती,1,य + ु + त + ी
युतीचे,1,य + ु + त + ी + च + े
युतीच्या,1,य + ु + त + ी + च् + य + ा
युतीतील,1,य + ु + त + ी + त + ी + ल् + अ
युद्ध,1,य + ु + द् + ध् + अ
युद्धनौका,1,य + ु + द् + ध् + अ + न + ौ + क + ा
युद्धनौकेवर,1,य + ु + द् + ध् + अ + न + ौ + क + े + व् + अ + र् + अ
युद्धात,1,य + ु + द् + ध + ा + त् + अ
युनायटेड,1,य + ु + न + ा + य् + अ + ट + े + ड् + अ
युरेनियमपासून,1,य + ु + र + े + न + ि + य् + अ + म् + अ + प + ा + स + ू + न् + अ
युरोप,1,य + ु + र + ो + प् + अ
युरोपसह,2,य + ु + र + ो + प् + अ + स् + अ + ह् + अ
युरोपातील,1,य + ु + र + ो + प + ा + त + ी + ल् + अ
युरोपीय,2,य + ु + र + ो + प + ी + य् + अ
युवक,1,य + ु + व् + अ + क् + अ
युवकांच्या,2,य + ु + व् + अ + क + ा + ं + च् + य + ा
युवतीच्या,5,य + ु + व् + अ + त + ी + च् + य + ा
युवतीवर,1,य + ु + व् + अ + त + ी + व् + अ + र् + अ
यू,1,य + ू
यूएसएस,1,य + ू + ए + स + ए + स् + अ
यूच्या,2,य + ू + च् + य + ा
यूच्याप्रचाराची,1,य + ू + च् + य + ा + प् + र् + अ + च + ा + र + ा + च + ी
यूजीस,1,य + ू + ज + ी + स् + अ
यूपीए,1,य + ू + प + ी + ए
येई,7,य + े + ई
येईपर्यंत,1,य + े + ई + प् + अ + र् + य + ं + त् + अ
येईल,4,य + े + ई + ल् + अ
येऊ,5,य + े + ऊ
येऊन,3,य + े + ऊ + न् + अ
येडियुरप्पा,12,य + े + ड + ि + य + ु + र् + अ + प् + प + ा
येडियुरप्पांना,1,य + े + ड + ि + य + ु + र् + अ + प् + प + ा + ं + न + ा
येडियुराप्पा,3,य + े + ड + ि + य + ु + र + ा + प् + प + ा
येणार,13,य + े + ण + ा + र् + अ
येणा्या,5,य + े + ण + ा् + य + ा
येणे,1,य + े + ण + े
येण्याचा,3,य + े + ण् + य + ा + च + ा
येण्याची,2,य + े + ण् + य + ा + च + ी
येण्याचे,6,य + े + ण् + य + ा + च + े
येण्यापासून,1,य + े + ण् + य + ा + प + ा + स + ू + न् + अ
येण्यास,6,य + े + ण् + य + ा + स् + अ
येत,24,य + े + त् + अ
येतच,1,य + े + त् + अ + च् + अ
येतात,2,य + े + त + ा + त् + अ
येताना,2,य + े + त + ा + न + ा
येती,1,य + े + त + ी
येतील,2,य + े + त + ी + ल् + अ
येते,1,य + े + त + े
येत्या,9,य + े + त् + य + ा
येथील,30,य + े + थ + ी + ल् + अ
येथून,5,य + े + थ + ू + न् + अ
येथे,48,य + े + थ + े
येदियुरप्पा,1,य + े + द + ि + य + ु + र् + अ + प् + प + ा
योगदानाचा,1,य + ो + ग् + अ + द + ा + न + ा + च + ा
योगेंद्र,1,य + ो + ग + े + ं + द् + र् + अ
योग्य,6,य + ो + ग् + य् + अ
योग्यवेळी,1,य + ो + ग् + य् + अ + व + े + ळ + ी
योजना,7,य + ो + ज् + अ + न + ा
योजनांचा,1,य + ो + ज् + अ + न + ा + ं + च + ा
योजनांची,4,य + ो + ज् + अ + न + ा + ं + च + ी
योजनांच्या,1,य + ो + ज् + अ + न + ा + ं + च् + य + ा
योजनांमध्ये,1,य + ो + ज् + अ + न + ा + ं + म् + अ + ध् + य + े
योजनांही,1,य + ो + ज् + अ + न + ा + ं + ह + ी
योजनेचा,1,य + ो + ज् + अ + न + े + च + ा
योजनेत,2,य + ो + ज् + अ + न + े + त् + अ
योजनेबद्दल,1,य + ो + ज् + अ + न + े + ब् + अ + द् + द् + अ + ल् + अ
योजनेला,1,य + ो + ज् + अ + न + े + ल + ा
योजनेविषयी,1,य + ो + ज् + अ + न + े + व + ि + ष् + अ + य + ी
रंगाच्या,2,र + ं + ग + ा + च् + य + ा
रकमा,2,र् + अ + क् + अ + म + ा
रकमांची,1,र् + अ + क् + अ + म + ा + ं + च + ी
